Estado,Fecha,Año,Mes,Temperatura,Precipitacion,Humedad,PM25,PM10,O3,NO2,SO2,CO,Poblacion,Densidad_Poblacional,Poblacion_Vulnerable_Pct,Casos_Respiratorios,Casos_Por_100k,PM25_Movil_3,PM10_Movil_3,Temp_Rezago_1,Precip_Rezago_1,Casos_Rezago_1,Riesgo_Alto
Durango,2021-04-01,2021,4,19.51,51.01,58.63,10.93,11.03,0.03827,0.01479,0.0103,0.516,1832650,14.86,12.0,4088,223.0649605762148,14.79,26.210000000000004,9.19,10.37,5686.0,0
Durango,2021-05-01,2021,5,24.97,55.62,76.01,7.47,19.9,0.05037,0.00869,0.00552,0.432,1832650,14.86,12.0,3166,172.75529970261644,10.389999999999999,19.720000000000002,19.51,51.01,4088.0,0
Durango,2021-06-01,2021,6,27.41,90.66,72.97,6.69,5.0,0.05299,0.00552,0.00436,0.18,1832650,14.86,12.0,2891,157.7497067088642,8.363333333333332,11.976666666666668,24.97,55.62,3166.0,0
Durango,2021-07-01,2021,7,29.32,88.52,70.57,5.97,7.3,0.05185,0.00932,0.0033,0.1,1832650,14.86,12.0,3149,171.82768122663902,6.709999999999998,10.733333333333336,27.41,90.66,2891.0,0
Durango,2021-08-01,2021,8,28.71,69.61,73.77,7.69,19.72,0.04371,0.00926,0.00476,0.153,1832650,14.86,12.0,2883,157.31318036722777,6.783333333333332,10.673333333333337,29.32,88.52,3149.0,0
Durango,2021-09-01,2021,9,21.29,75.13,60.9,11.25,24.19,0.03389,0.01392,0.00995,0.427,1832650,14.86,12.0,3599,196.3822879436881,8.303333333333333,17.070000000000004,28.71,69.61,2883.0,0
Durango,2021-10-01,2021,10,17.72,43.8,46.05,9.25,23.14,0.03245,0.01179,0.00661,0.491,1832650,14.86,12.0,4384,239.21643521676262,9.396666666666667,22.350000000000005,21.29,75.13,3599.0,0
Durango,2021-11-01,2021,11,12.16,15.82,48.63,13.98,30.47,0.0259,0.02214,0.01156,0.469,1832650,14.86,12.0,5427,296.1285570076119,11.493333333333332,25.933333333333337,17.72,43.8,4384.0,1
Durango,2021-12-01,2021,12,7.79,31.35,35.26,15.68,30.75,0.01585,0.03089,0.01449,0.739,1832650,14.86,12.0,5910,322.4838348839113,12.969999999999999,28.120000000000005,12.16,15.82,5427.0,1
Durango,2022-01-01,2022,1,7.04,20.09,35.23,12.23,19.57,0.02519,0.02288,0.01087,0.619,1832650,14.86,12.0,6025,328.75890104493493,13.963333333333333,26.930000000000003,7.79,31.35,5910.0,1
Durango,2022-02-01,2022,2,6.47,24.68,32.78,17.64,29.83,0.02293,0.03406,0.01493,0.948,1832650,14.86,12.0,6499,354.6230867868933,15.183333333333332,26.71666666666667,7.04,20.09,6025.0,1
Durango,2022-03-01,2022,3,13.71,47.43,47.11,15.76,26.96,0.03382,0.0277,0.01487,0.72,1832650,14.86,12.0,5329,290.78110932256567,15.209999999999999,25.453333333333337,6.47,24.68,6499.0,1
Durango,2022-04-01,2022,4,16.97,43.58,59.47,11.07,24.51,0.0454,0.01963,0.00929,0.441,1832650,14.86,12.0,4499,245.49150137778628,14.82333333333333,27.100000000000005,13.71,47.43,5329.0,0
Durango,2022-05-01,2022,5,25.52,75.77,54.9,8.11,18.65,0.05121,0.00741,0.00675,0.182,1832650,14.86,12.0,2948,160.85995689302376,11.646666666666667,23.373333333333335,16.97,43.58,4499.0,0
Durango,2022-06-01,2022,6,28.06,80.66,76.99,7.62,22.21,0.04662,0.01111,0.00572,0.254,1832650,14.86,12.0,3359,183.28649769459525,8.933333333333332,21.790000000000003,25.52,75.77,2948.0,0
Durango,2022-07-01,2022,7,29.79,112.78,80.19,4.37,8.87,0.0447,0.00542,0.00296,0.1,1832650,14.86,12.0,2659,145.0904428014078,6.699999999999998,16.576666666666668,28.06,80.66,3359.0,0
Durango,2022-08-01,2022,8,27.96,87.79,73.54,12.08,13.0,0.03841,0.01535,0.00946,0.383,1832650,14.86,12.0,2958,161.4056148200693,8.023333333333332,14.693333333333337,29.79,112.78,2659.0,0
Durango,2022-09-01,2022,9,23.1,76.08,58.51,5.29,13.42,0.03921,0.00674,0.00477,0.355,1832650,14.86,12.0,3214,175.374457752435,7.246666666666665,11.763333333333335,27.96,87.79,2958.0,0
Durango,2022-10-01,2022,10,16.53,65.36,56.05,10.1,18.45,0.0317,0.01736,0.00805,0.433,1832650,14.86,12.0,4616,251.87569912421904,9.156666666666666,14.95666666666667,23.1,76.08,3214.0,0
Durango,2022-11-01,2022,11,11.95,46.97,47.22,16.43,33.72,0.02684,0.02779,0.014,0.762,1832650,14.86,12.0,5849,319.15532152893354,10.606666666666666,21.863333333333333,16.53,65.36,4616.0,1
Durango,2022-12-01,2022,12,6.33,10.18,43.93,13.73,23.43,0.01821,0.02581,0.0122,0.643,1832650,14.86,12.0,6377,347.96606007693777,13.42,25.200000000000003,11.95,46.97,5849.0,1
Durango,2023-01-01,2023,1,6.55,5.69,38.68,17.54,40.63,0.02068,0.03132,0.01499,0.764,1832650,14.86,12.0,6727,367.0640875235315,15.899999999999999,32.593333333333334,6.33,10.18,6377.0,1
Durango,2023-02-01,2023,2,5.63,11.38,43.09,19.22,26.76,0.02907,0.03425,0.01674,1.013,1832650,14.86,12.0,6795,370.77456142744114,16.83,30.273333333333337,6.55,5.69,6727.0,1
Durango,2023-03-01,2023,3,13.38,25.85,42.9,12.55,19.18,0.03368,0.02098,0.00983,0.515,1832650,14.86,12.0,5246,286.25214852808773,16.436666666666664,28.856666666666673,5.63,11.38,6795.0,0
Durango,2023-04-01,2023,4,17.89,52.88,55.29,11.3,23.48,0.04186,0.02081,0.00904,0.547,1832650,14.86,12.0,4522,246.74651460999098,14.356666666666664,23.140000000000004,13.38,25.85,5246.0,0
Durango,2023-05-01,2023,5,26.33,71.38,69.39,9.53,7.32,0.04408,0.01262,0.00651,0.236,1832650,14.86,12.0,3253,177.50252366791258,11.126666666666665,16.66,17.89,52.88,4522.0,0
Durango,2023-06-01,2023,6,24.69,99.25,66.89,5.24,5.88,0.04756,0.00813,0.00221,0.1,1832650,14.86,12.0,3003,163.8610754917742,8.69,12.226666666666668,26.33,71.38,3253.0,0
Durango,2023-07-01,2023,7,29.11,103.39,80.33,7.99,11.38,0.04848,0.00951,0.004,0.288,1832650,14.86,12.0,3478,189.77982702643712,7.586666666666666,8.193333333333337,24.69,99.25,3003.0,0
Durango,2023-08-01,2023,8,29.62,105.82,80.13,5.47,5.9,0.04263,0.00611,0.0056,0.1,1832650,14.86,12.0,3262,177.99361580225354,6.233333333333332,7.720000000000003,29.11,103.39,3478.0,0
Durango,2023-09-01,2023,9,22.66,63.28,67.4,11.82,15.79,0.0382,0.01574,0.00912,0.492,1832650,14.86,12.0,3958,215.9714075246228,8.426666666666664,11.023333333333335,29.62,105.82,3262.0,0
Durango,2023-10-01,2023,10,17.24,58.59,55.34,12.48,26.87,0.02281,0.01959,0.01065,0.347,1832650,14.86,12.0,4536,247.51043570785473,9.923333333333332,16.18666666666667,22.66,63.28,3958.0,0
Durango,2023-11-01,2023,11,9.99,27.45,46.29,14.09,29.42,0.01956,0.02313,0.01168,0.593,1832650,14.86,12.0,5914,322.7020980547295,12.796666666666665,24.02666666666667,17.24,58.59,4536.0,1
Durango,2023-12-01,2023,12,5.98,35.46,47.04,15.93,32.43,0.02232,0.02822,0.01319,0.801,1832650,14.86,12.0,6923,377.758982893624,14.166666666666664,29.573333333333338,9.99,27.45,5914.0,1
Durango,2024-01-01,2024,1,5.0,39.61,36.59,15.12,27.58,0.02664,0.02624,0.01144,0.885,1832650,14.86,12.0,6570,358.4972580689166,15.046666666666665,29.810000000000002,5.98,35.46,6923.0,1
Durango,2024-02-01,2024,2,8.45,31.41,41.1,14.77,25.48,0.02792,0.02194,0.01315,0.665,1832650,14.86,12.0,6393,348.83911276021064,15.273333333333332,28.49666666666667,5.0,39.61,6570.0,1
Durango,2024-03-01,2024,3,11.21,43.02,47.21,13.12,16.82,0.03749,0.01948,0.01284,0.656,1832650,14.86,12.0,5964,325.4303876899572,14.336666666666664,23.293333333333337,8.45,31.41,6393.0,1
Durango,2024-04-01,2024,4,14.16,30.46,54.0,8.94,17.02,0.04515,0.01509,0.00599,0.481,1832650,14.86,12.0,5297,289.03500395602,12.276666666666666,19.773333333333337,11.21,43.02,5964.0,0
Durango,2024-05-01,2024,5,25.31,56.98,58.48,11.41,23.3,0.05121,0.01343,0.00777,0.439,1832650,14.86,12.0,3604,196.65511690721087,11.156666666666665,19.046666666666667,14.16,30.46,5297.0,0
Durango,2024-06-01,2024,6,27.99,108.41,73.72,7.82,13.86,0.04646,0.00801,0.00564,0.1,1832650,14.86,12.0,3209,175.10162878891222,9.389999999999999,18.060000000000002,25.31,56.98,3604.0,0
Durango,2024-07-01,2024,7,29.21,79.29,76.65,9.8,19.71,0.04881,0.01109,0.00721,0.295,1832650,14.86,12.0,3313,180.7764712301858,9.676666666666666,18.956666666666667,27.99,108.41,3209.0,0
Durango,2024-08-01,2024,8,27.75,106.31,65.73,10.51,11.58,0.03762,0.01456,0.00924,0.363,1832650,14.86,12.0,3299,180.01255013232205,9.376666666666665,15.050000000000004,29.21,79.29,3313.0,0
Durango,2024-09-01,2024,9,24.0,53.32,58.49,12.72,20.19,0.034,0.01508,0.00998,0.552,1832650,14.86,12.0,3829,208.9324202657354,11.01,17.16,27.75,106.31,3299.0,0
Durango,2024-10-01,2024,10,19.13,67.93,53.07,11.56,20.18,0.03116,0.01957,0.00981,0.49,1832650,14.86,12.0,4491,245.05497503614984,11.596666666666664,17.316666666666666,24.0,53.32,3829.0,0
Durango,2024-11-01,2024,11,11.34,36.96,53.1,16.62,29.2,0.01802,0.02764,0.01303,0.668,1832650,14.86,12.0,5959,325.1575587264344,13.633333333333333,23.19,19.13,67.93,4491.0,1
Durango,2024-12-01,2024,12,6.9,12.32,36.18,15.39,19.64,0.02083,0.02981,0.01506,0.757,1832650,14.86,12.0,6411,349.82129702889256,14.523333333333333,23.00666666666667,11.34,36.96,5959.0,1
Durango,2025-01-01,2025,1,6.31,12.79,29.95,15.7,30.93,0.02366,0.03045,0.01327,0.833,1832650,14.86,12.0,6733,367.3914822797588,15.90333333333333,26.590000000000003,6.9,12.32,6411.0,1
Durango,2025-02-01,2025,2,7.3,35.6,33.27,18.16,33.24,0.03052,0.0336,0.01439,1.087,1832650,14.86,12.0,6519,355.71440264098436,16.416666666666668,27.936666666666667,6.31,12.79,6733.0,1
Durango,2025-03-01,2025,3,13.55,30.48,40.49,16.61,39.82,0.03798,0.02975,0.01294,0.697,1832650,14.86,12.0,5981,326.35800616593457,16.823333333333334,34.663333333333334,7.3,35.6,6519.0,1
Durango,2025-04-01,2025,4,18.79,58.48,49.09,12.44,23.14,0.04117,0.01965,0.0091,0.46,1832650,14.86,12.0,4784,261.042752298584,15.736666666666665,32.06666666666667,13.55,30.48,5981.0,0
Durango,2025-05-01,2025,5,22.87,84.45,69.77,6.37,18.11,0.05175,0.013,0.00498,0.1,1832650,14.86,12.0,3673,200.42015660382506,11.806666666666665,27.02333333333333,18.79,58.48,4784.0,0
Durango,2025-06-01,2025,6,27.64,83.26,70.7,4.54,5.0,0.053,0.00487,0.00375,0.166,1832650,14.86,12.0,2830,154.42119335388645,7.783333333333331,15.416666666666666,22.87,84.45,3673.0,0
Durango,2025-07-01,2025,7,30.66,106.04,71.4,4.59,8.15,0.05218,0.00316,0.00408,0.1,1832650,14.86,12.0,3348,182.6862739748452,5.166666666666665,10.42,27.64,83.26,2830.0,0
Durango,2025-08-01,2025,8,29.4,82.49,81.3,5.06,5.0,0.0424,0.00631,0.00488,0.1,1832650,14.86,12.0,3011,164.29760183341062,4.729999999999998,6.05,30.66,106.04,3348.0,0
Durango,2025-09-01,2025,9,24.44,84.89,73.36,10.76,18.09,0.03107,0.01554,0.00973,0.301,1832650,14.86,12.0,3598,196.32772215098353,6.803333333333332,10.413333333333334,29.4,82.49,3011.0,0
Durango,2025-10-01,2025,10,18.32,56.96,56.98,11.75,16.17,0.03007,0.01565,0.00908,0.259,1832650,14.86,12.0,4575,249.6385016233323,9.19,13.086666666666668,24.44,84.89,3598.0,0
Durango,2025-11-01,2025,11,13.14,25.49,47.01,13.05,19.93,0.01862,0.02294,0.01195,0.622,1832650,14.86,12.0,5256,286.7978064551333,11.853333333333333,18.063333333333336,18.32,56.96,4575.0,0
Durango,2025-12-01,2025,12,6.01,17.65,41.79,18.27,32.59,0.01856,0.03362,0.017,1.022,1832650,14.86,12.0,6937,378.52290399148774,14.356666666666664,22.896666666666665,13.14,25.49,5256.0,1
Durango,2026-01-01,2026,1,3.63,3.11,35.01,12.19,23.76,0.02332,0.02101,0.01048,0.919,1832650,14.86,12.0,6931,378.19550923526043,14.503333333333332,25.426666666666666,6.01,17.65,6937.0,1
Durango,2026-02-01,2026,2,5.53,18.28,33.92,19.47,37.79,0.02855,0.03589,0.01732,0.935,1832650,14.86,12.0,7047,384.52514118898864,16.64333333333333,31.380000000000006,3.63,3.11,6931.0,1
Durango,2026-03-01,2026,3,10.19,37.63,37.04,14.24,25.94,0.03185,0.01918,0.0138,0.654,1832650,14.86,12.0,6131,334.5428750716176,15.299999999999999,29.163333333333338,5.53,18.28,7047.0,1
Durango,2026-04-01,2026,4,16.57,63.5,58.05,14.26,29.85,0.04055,0.01954,0.01135,0.775,1832650,14.86,12.0,5404,294.8735437754072,15.99,31.19333333333333,10.19,37.63,6131.0,1
Durango,2026-05-01,2026,5,24.39,82.31,60.58,10.86,19.34,0.04502,0.01501,0.00854,0.486,1832650,14.86,12.0,3689,201.29320928709794,13.12,25.043333333333337,16.57,63.5,5404.0,0
Edomex,2018-01-01,2018,1,1.73,30.64,37.37,33.47,59.44,0.01838,0.05868,0.02913,1.822,16992418,760.05,11.9,76134,448.0468877354594,33.47,59.44,1.73,30.64,76134.0,1
Edomex,2018-02-01,2018,2,3.04,6.03,41.03,27.95,52.74,0.02596,0.04905,0.02525,1.31,16992418,760.05,11.9,74226,436.81835039604135,30.71,56.09,1.73,30.64,76134.0,1
Edomex,2018-03-01,2018,3,7.86,34.05,58.16,27.6,50.57,0.03215,0.04439,0.0233,1.526,16992418,760.05,11.9,66372,390.5977360020216,29.673333333333332,54.25,3.04,6.03,74226.0,1
Edomex,2018-04-01,2018,4,14.34,68.86,51.64,23.61,41.04,0.04242,0.0365,0.01852,1.022,16992418,760.05,11.9,50159,295.1845935051739,26.386666666666667,48.11666666666667,7.86,34.05,66372.0,1
Edomex,2018-05-01,2018,5,20.31,53.27,52.04,20.4,32.73,0.04436,0.02458,0.01569,0.692,16992418,760.05,11.9,45426,267.33099432935325,23.87,41.446666666666665,14.34,68.86,50159.0,0
Edomex,2018-06-01,2018,6,25.8,101.73,70.84,19.42,36.71,0.04814,0.02672,0.01407,0.363,16992418,760.05,11.9,36168,212.8478713270825,21.143333333333334,36.82666666666666,20.31,53.27,45426.0,0
Edomex,2018-07-01,2018,7,27.71,100.06,60.3,18.57,32.22,0.05022,0.02074,0.01378,0.423,16992418,760.05,11.9,33664,198.11188731350651,19.463333333333335,33.88666666666666,25.8,101.73,36168.0,0
Edomex,2018-08-01,2018,8,26.19,85.88,74.63,12.25,16.05,0.04463,0.01426,0.00941,0.441,16992418,760.05,11.9,30553,179.8037218717195,16.746666666666666,28.326666666666668,27.71,100.06,33664.0,0
Edomex,2018-09-01,2018,9,22.48,88.57,62.71,17.55,36.29,0.03542,0.02248,0.01355,0.717,16992418,760.05,11.9,39693,233.59241751232813,16.123333333333335,28.186666666666667,26.19,85.88,30553.0,0
Edomex,2018-10-01,2018,10,14.32,54.33,56.65,20.76,34.64,0.0263,0.03025,0.01787,0.777,16992418,760.05,11.9,53151,312.7924466076576,16.853333333333335,28.99333333333333,22.48,88.57,39693.0,1
Edomex,2018-11-01,2018,11,7.86,38.11,41.62,28.83,49.91,0.01804,0.04936,0.02466,1.444,16992418,760.05,11.9,64609,380.2225204205782,22.38,40.28,14.32,54.33,53151.0,1
Edomex,2018-12-01,2018,12,4.66,11.99,37.94,26.88,39.87,0.02478,0.0483,0.02283,1.477,16992418,760.05,11.9,67446,396.9182019886752,25.49,41.47333333333333,7.86,38.11,64609.0,1
Edomex,2019-01-01,2019,1,3.79,28.82,39.05,32.33,52.21,0.01788,0.05566,0.02666,1.643,16992418,760.05,11.9,74413,437.91884121494655,29.346666666666664,47.32999999999999,4.66,11.99,67446.0,1
Edomex,2019-02-01,2019,2,4.32,9.72,28.23,27.8,41.64,0.02307,0.05084,0.02438,1.432,16992418,760.05,11.9,68812,404.9570814465605,29.00333333333333,44.57333333333333,3.79,28.82,74413.0,1
Edomex,2019-03-01,2019,3,10.41,42.58,43.64,28.14,42.75,0.03192,0.04753,0.02432,1.101,16992418,760.05,11.9,61618,362.62055229573565,29.423333333333332,45.53333333333333,4.32,9.72,68812.0,1
Edomex,2019-04-01,2019,4,15.62,69.16,57.48,15.05,27.73,0.04503,0.02285,0.01095,0.515,16992418,760.05,11.9,48723,286.73376561240434,23.663333333333338,37.37333333333333,10.41,42.58,61618.0,0
Edomex,2019-05-01,2019,5,21.88,91.21,67.69,18.82,38.39,0.04829,0.02978,0.01362,0.802,16992418,760.05,11.9,43838,257.98564983512057,20.67,36.29,15.62,69.16,48723.0,0
Edomex,2019-06-01,2019,6,24.98,73.48,76.17,15.74,32.91,0.04665,0.01612,0.01094,0.433,16992418,760.05,11.9,39727,233.7925067521291,16.53666666666667,33.01,21.88,91.21,43838.0,0
Edomex,2019-07-01,2019,7,26.27,100.17,82.84,16.36,34.51,0.04351,0.01937,0.01291,0.371,16992418,760.05,11.9,34519,203.14354319673632,16.973333333333333,35.26999999999999,24.98,73.48,39727.0,0
Edomex,2019-08-01,2019,8,26.03,106.8,76.61,19.24,29.75,0.04215,0.02223,0.01616,0.573,16992418,760.05,11.9,34092,200.63065774394204,17.113333333333333,32.38999999999999,26.27,100.17,34519.0,0
Edomex,2019-09-01,2019,9,22.16,58.51,67.47,16.3,27.42,0.03468,0.0212,0.01248,0.645,16992418,760.05,11.9,39582,232.93918499415443,17.3,30.55999999999999,26.03,106.8,34092.0,0
Edomex,2019-10-01,2019,10,14.27,41.28,49.96,21.17,38.33,0.02409,0.03118,0.01718,0.82,16992418,760.05,11.9,51279,301.7757684633229,18.903333333333332,31.83333333333333,22.16,58.51,39582.0,1
Edomex,2019-11-01,2019,11,9.66,17.58,41.33,21.87,34.94,0.02683,0.03462,0.01818,1.024,16992418,760.05,11.9,58687,345.3716828293654,19.78,33.563333333333325,14.27,41.28,51279.0,1
Edomex,2019-12-01,2019,12,5.48,40.73,33.02,36.97,75.24,0.01961,0.06449,0.03011,1.879,16992418,760.05,11.9,77517,456.1858118132452,26.67,49.50333333333333,9.66,17.58,58687.0,1
Edomex,2020-01-01,2020,1,3.3,3.23,39.04,31.98,46.17,0.01744,0.05544,0.02764,1.611,16992418,760.05,11.9,78590,462.50039282225754,30.273333333333337,52.11666666666665,5.48,40.73,77517.0,1
Edomex,2020-02-01,2020,2,3.0,39.43,36.08,29.33,48.61,0.02767,0.04994,0.02481,1.398,16992418,760.05,11.9,75182,442.4443890210328,32.76,56.673333333333325,3.3,3.23,78590.0,1
Edomex,2020-03-01,2020,3,8.95,32.45,49.09,26.24,52.54,0.0343,0.03978,0.02077,1.118,16992418,760.05,11.9,65881,387.70821198019024,29.183333333333334,49.10666666666666,3.0,39.43,75182.0,1
Edomex,2020-04-01,2020,4,15.74,39.89,54.84,21.71,47.39,0.04048,0.03104,0.01729,0.805,16992418,760.05,11.9,55728,327.9580339890415,25.76,49.51333333333333,8.95,32.45,65881.0,1
Edomex,2020-05-01,2020,5,21.35,68.83,55.6,16.62,27.92,0.05118,0.02539,0.01115,0.49,16992418,760.05,11.9,44879,264.11191155961444,21.52333333333333,42.61666666666667,15.74,39.89,55728.0,0
Edomex,2020-06-01,2020,6,25.17,94.06,71.75,18.03,26.51,0.04532,0.02316,0.01239,0.579,16992418,760.05,11.9,36737,216.1964236049278,18.786666666666665,33.94,21.35,68.83,44879.0,0
Edomex,2020-07-01,2020,7,25.79,96.28,75.84,16.62,27.04,0.05057,0.01916,0.01228,0.608,16992418,760.05,11.9,38529,226.74230353796617,17.09,27.156666666666663,25.17,94.06,36737.0,0
Edomex,2020-08-01,2020,8,25.9,81.55,78.85,18.28,45.21,0.04573,0.02256,0.01364,0.507,16992418,760.05,11.9,39419,231.97993363863813,17.643333333333334,32.919999999999995,25.79,96.28,38529.0,0
Edomex,2020-09-01,2020,9,21.3,55.77,68.49,21.68,42.84,0.0386,0.02713,0.01569,0.806,16992418,760.05,11.9,45820,269.6496755199878,18.860000000000003,38.36333333333333,25.9,81.55,39419.0,0
Edomex,2020-10-01,2020,10,15.16,46.57,60.95,22.95,43.08,0.03117,0.03467,0.01868,0.909,16992418,760.05,11.9,54964,323.4619110711613,20.97,43.71,21.3,55.77,45820.0,1
Edomex,2020-11-01,2020,11,9.4,44.84,47.5,28.76,49.44,0.02391,0.04804,0.02452,1.442,16992418,760.05,11.9,64798,381.3347811947658,24.463333333333335,45.12,15.16,46.57,54964.0,1
Edomex,2020-12-01,2020,12,4.51,29.11,29.15,30.53,54.57,0.01747,0.05358,0.02688,1.395,16992418,760.05,11.9,74802,440.2080975173751,27.413333333333338,49.029999999999994,9.4,44.84,64798.0,1
Edomex,2021-01-01,2021,1,4.19,33.67,34.59,33.16,62.17,0.02344,0.0619,0.02906,1.789,16992418,760.05,11.9,76625,450.9364117572908,30.816666666666663,55.393333333333324,4.51,29.11,74802.0,1
Edomex,2021-02-01,2021,2,5.82,13.08,38.15,33.96,58.34,0.02743,0.05915,0.03031,1.796,16992418,760.05,11.9,74508,438.47791409086096,32.550000000000004,58.35999999999999,4.19,33.67,76625.0,1
Edomex,2021-03-01,2021,3,9.14,17.0,48.31,30.93,52.87,0.03651,0.0488,0.0268,1.591,16992418,760.05,11.9,68665,404.09198973330336,32.68333333333333,57.79333333333333,5.82,13.08,74508.0,1
Edomex,2021-04-01,2021,4,17.35,54.91,56.57,23.32,40.93,0.03946,0.03489,0.01873,0.842,16992418,760.05,11.9,54412,320.21340341321644,29.403333333333336,50.71333333333333,9.14,17.0,68665.0,1
Edomex,2021-05-01,2021,5,21.28,53.83,68.36,15.43,31.93,0.04691,0.01913,0.01369,0.446,16992418,760.05,11.9,40983,241.18403866948188,23.22666666666667,41.90999999999999,17.35,54.91,54412.0,0
Edomex,2021-06-01,2021,6,27.76,70.99,68.34,17.26,33.13,0.05442,0.01854,0.01481,0.393,16992418,760.05,11.9,38096,224.19410821932465,18.67,35.32999999999999,21.28,53.83,40983.0,0
Edomex,2021-07-01,2021,7,27.29,114.67,85.83,13.65,21.16,0.0439,0.01563,0.00874,0.367,16992418,760.05,11.9,35000,205.9742174421557,15.446666666666667,28.739999999999995,27.76,70.99,38096.0,0
Edomex,2021-08-01,2021,8,24.77,71.5,68.58,16.18,35.3,0.04065,0.01971,0.01057,0.396,16992418,760.05,11.9,37409,220.15112857981717,15.696666666666667,29.86333333333333,27.29,114.67,35000.0,0
Edomex,2021-09-01,2021,9,21.04,72.88,72.68,18.21,41.71,0.03608,0.02416,0.01471,0.584,16992418,760.05,11.9,45713,269.0199829123789,16.013333333333335,32.72333333333333,24.77,71.5,37409.0,0
Edomex,2021-10-01,2021,10,16.06,61.39,56.67,22.13,35.46,0.03025,0.034,0.01763,0.928,16992418,760.05,11.9,51895,305.40091469030483,18.84,37.49,21.04,72.88,45713.0,1
Edomex,2021-11-01,2021,11,8.55,34.77,34.92,21.93,34.71,0.01941,0.03449,0.01815,1.016,16992418,760.05,11.9,63485,373.6078055518644,20.756666666666668,37.29333333333333,16.06,61.39,51895.0,1
Edomex,2021-12-01,2021,12,2.35,39.21,28.69,34.85,72.27,0.01762,0.06398,0.03218,1.789,16992418,760.05,11.9,82582,485.9932235659457,26.30333333333333,47.48,8.55,34.77,63485.0,1
Edomex,2022-01-01,2022,1,2.84,3.92,30.64,35.21,58.31,0.01791,0.06237,0.03074,1.684,16992418,760.05,11.9,81927,482.1385632109568,30.663333333333338,55.096666666666664,2.35,39.21,82582.0,1
Edomex,2022-02-01,2022,2,4.74,4.8,41.65,26.74,39.39,0.03215,0.05042,0.02447,1.443,16992418,760.05,11.9,72893,428.9736752003158,32.266666666666666,56.65666666666666,2.84,3.92,81927.0,1
Edomex,2022-03-01,2022,3,11.33,25.45,46.84,28.52,51.19,0.03076,0.05038,0.02526,1.205,16992418,760.05,11.9,64858,381.68787985323803,30.156666666666666,49.629999999999995,4.74,4.8,72893.0,1
Edomex,2022-04-01,2022,4,13.81,50.64,51.97,23.82,50.32,0.04175,0.03466,0.01865,0.978,16992418,760.05,11.9,60830,357.98318991446655,26.360000000000003,46.96666666666667,11.33,25.45,64858.0,1
Edomex,2022-05-01,2022,5,20.79,71.24,68.98,19.1,39.79,0.04909,0.02747,0.014,0.588,16992418,760.05,11.9,45654,268.6727692315479,23.813333333333336,47.1,13.81,50.64,60830.0,0
Edomex,2022-06-01,2022,6,23.64,105.97,71.51,20.86,38.68,0.04803,0.02606,0.01627,0.574,16992418,760.05,11.9,41459,243.9852880266952,21.26,42.93,20.79,71.24,45654.0,0
Edomex,2022-07-01,2022,7,25.71,79.39,74.29,11.6,30.72,0.04394,0.01553,0.009,0.239,16992418,760.05,11.9,36899,217.1497899828029,17.18666666666667,36.39666666666667,23.64,105.97,41459.0,0
Edomex,2022-08-01,2022,8,25.49,78.46,74.29,11.11,19.91,0.04734,0.01384,0.00818,0.353,16992418,760.05,11.9,33492,197.09967115921935,14.523333333333335,29.77,25.71,79.39,36899.0,0
Edomex,2022-09-01,2022,9,19.51,67.87,65.4,22.24,43.05,0.03635,0.0289,0.0186,0.687,16992418,760.05,11.9,50978,300.0043901933203,14.983333333333334,31.22666666666667,25.49,78.46,33492.0,1
Edomex,2022-10-01,2022,10,15.84,54.12,53.16,19.06,33.05,0.02988,0.02819,0.01556,0.817,16992418,760.05,11.9,50806,298.9921740390332,17.47,32.00333333333333,19.51,67.87,50978.0,1
Edomex,2022-11-01,2022,11,8.93,26.1,40.46,26.36,58.05,0.01844,0.04531,0.02216,1.261,16992418,760.05,11.9,66465,391.1450389226536,22.55333333333333,44.71666666666667,15.84,54.12,50806.0,1
Edomex,2022-12-01,2022,12,5.61,36.25,41.3,33.51,54.52,0.01804,0.05845,0.03081,1.536,16992418,760.05,11.9,77995,458.99883112574094,26.310000000000002,48.54,8.93,26.1,66465.0,1
Edomex,2023-01-01,2023,1,1.6,13.65,40.16,32.78,59.28,0.02154,0.05783,0.02737,1.733,16992418,760.05,11.9,85324,502.1298322581283,30.883333333333336,57.28333333333334,5.61,36.25,77995.0,1
Edomex,2023-02-01,2023,2,4.89,22.01,39.23,30.88,45.8,0.02752,0.05193,0.02726,1.499,16992418,760.05,11.9,78084,459.52259413580816,32.39,53.20000000000001,1.6,13.65,85324.0,1
Edomex,2023-03-01,2023,3,8.61,34.32,45.74,25.41,40.26,0.03196,0.04322,0.02255,1.327,16992418,760.05,11.9,68368,402.34415137386566,29.69000000000001,48.446666666666665,4.89,22.01,78084.0,1
Edomex,2023-04-01,2023,4,14.8,45.31,54.8,23.27,48.7,0.0376,0.03123,0.01835,0.682,16992418,760.05,11.9,57555,338.70988813952204,26.520000000000007,44.919999999999995,8.61,34.32,68368.0,1
Edomex,2023-05-01,2023,5,18.16,64.8,65.38,18.4,38.49,0.05183,0.02452,0.01474,0.572,16992418,760.05,11.9,50398,296.59110316142176,22.360000000000003,42.48333333333334,14.8,45.31,57555.0,1
Edomex,2023-06-01,2023,6,25.17,71.93,77.3,20.28,38.64,0.04776,0.02635,0.01588,0.504,16992418,760.05,11.9,45198,265.9892194271586,20.650000000000006,41.943333333333335,18.16,64.8,50398.0,0
